5.488123735547275492e-08,1.097569865872099684e-07,2.743842342824215954e-07,5.487629804411075567e-07,9.328932250632681566e-07,1.426774968148903183e-06,2.030408209698012002e-06,2.743792949710596729e-06,3.566929188186654825e-06,4.499816925126185865e-06,5.542456160529194932e-06,6.694846894395675249e-06,7.956989126725629358e-06,9.328882857519061494e-06,1.081052808677596657e-05,1.240192481449634290e-05,1.410307304068019896e-05,1.591397276532752965e-05,1.783462398843832481e-05,1.986502671001260308e-05,2.200518093005035769e-05,2.425508664855157846e-05,2.661474386551628235e-05,2.908415258094445579e-05,3.166331279483609878e-05,3.435222450719123166e-05,3.715088771800982733e-05,4.005930242729189932e-05,4.307746863503744765e-05,4.620538634124646553e-05,4.944305554591895297e-05,5.279047624905493029e-05,5.624764845065437718e-05,5.981457215071730039e-05,6.349124734924369994e-05,6.727767404623354193e-05,7.117385224168689415e-05,7.517978193560370236e-05,7.929546312798400724e-05,8.352089581882776812e-05,8.785608000813501211e-05,9.230101569590569855e-05,9.685570288213989521e-05,1.015201415668375614e-04,1.062943317499987107e-04,1.111782734316233296e-04,1.161719666117114181e-04,1.212754112902629625e-04,1.264886074672780171e-04,1.318115551427565414e-04,1.372442543166985216e-04,1.427867049891039578e-04,1.484389071599729042e-04,1.542008608293053066e-04,1.600725659971012193e-04,1.660540226633605608e-04,1.721452308280833855e-04,1.783461904912696662e-04,1.846569016529194570e-04,1.910773643130327039e-04,1.976075784716094068e-04,2.042475441286496199e-04,2.109972612841533161e-04,2.178567299381205225e-04,2.248259500905511307e-04,2.319049217414452220e-04,2.390936448908027694e-04,2.463921195386238540e-04,2.538003456849083675e-04,2.613183233296563100e-04,2.689460524728677897e-04,2.766835331145427526e-04,2.845307652546811444e-04,2.924877488932830193e-04,3.005544840303484315e-04,3.087309706658772726e-04,3.170172087998695968e-04,3.254131984323254041e-04,3.339189395632446945e-04,3.425344321926274680e-04,3.512596763204736705e-04,3.600946719467834102e-04,3.690394190715564162e-04,3.780939176947930680e-04,3.872581678164932028e-04,3.965321694366567666e-04,4.059159225552838135e-04,4.154094271723743977e-04,4.250126832879284650e-04,4.347256909019459070e-04,4.445484500144268863e-04,4.544809606253714029e-04,4.645232227347792400e-04,4.746752363426507229e-04,4.849370014489853093e-04,4.953085180537836500e-04,5.057897861570455822e-04,5.163808057587708890e-04,5.270815768589595706e-04,5.378920994576118437e-04
5.610830072316110029e-08,1.280039943454896896e+18,1.024062678180477952e+18,7.680546897968679680e+17,6.023983158219472640e+17,4.923457799632616960e+17,4.151677270635989760e+17,3.584283895921789440e+17,3.151020264072316160e+17,2.809980857445294400e+17,2.534856800642673920e+17,2.308382283237116160e+17,2.118791286604395200e+17,1.957804892361354240e+17,1.819436165408906560e+17,1.699252281654485120e+17,1.593903133238192320e+17,1.500811012444880960e+17,1.417960864482155680e+17,1.343755158690623680e+17,1.276911354629122880e+17,1.216388095798339200e+17,1.161331181324789920e+17,1.111033409580069280e+17,1.064904316825402080e+17,1.022447083364876160e+17,9.832407049570208000e+16,9.469260822667040000e+16,9.131950606570958400e+16,8.817817161143262400e+16,8.524553686322465600e+16,8.250149367430876800e+16,7.992843424550214400e+16,7.751087456558790400e+16,7.523514385560844800e+16,7.308912691398841600e+16,7.106204914786147200e+16,6.914429626786687200e+16,6.732726230064684800e+16,6.560322086620480800e+16,6.396521567141040800e+16,6.240696695615220800e+16,6.092279124669070400e+16,5.950753226025428000e+16,5.815650119487380000e+16,5.686542495085579200e+16,5.563040108189649600e+16,5.444785847751320800e+16,5.331452294413484800e+16,5.222738698758009600e+16,5.118368321076874400e+16,5.018086083211160000e+16,4.921656490583083200e+16,4.828861788844880000e+16,4.739500324821096800e+16,4.653385085817355200e+16,4.570342395060783200e+16,4.490210744148777600e+16,4.412839746012656800e+16,4.338089194133009600e+16,4.265828215640161600e+16,4.195934507550702400e+16,4.128293646774641600e+16,4.062798465713995200e+16,3.999348486293672000e+16,3.937849406144561600e+16,3.878212631418373600e+16,3.820354851371410400e+16,3.764197650425418400e+16,3.709667153910271200e+16,3.656693704126100800e+16,3.605211563740662400e+16,3.555158643868631200e+16,3.506476254469872800e+16,3.459108874958635200e+16,3.413003943140158800e+16,3.368111660789112800e+16,3.324384814359102400e+16,3.281778609467190400e+16,3.240250517934562000e+16,3.199760136286030800e+16,3.160269054719456800e+16,3.121740735652358800e+16,3.084140401039031200e+16,3.047434927728144800e+16,3.011592750199402400e+16,2.976583770079388000e+16,2.942379271891672800e+16,2.908951844545873600e+16,2.871420318754432800e+16,2.839523587031209600e+16,2.803579488979114400e+16,2.768416690662639200e+16,2.738655707911251200e+16,2.704931424356260000e+16,2.676464823833374800e+16,2.644090687760325600e+16,2.612384019584022800e+16,2.585732639285980400e+16,2.555255779031249200e+16
5.736280061206665419e-08,2.588699338375084032e+18,2.071021604455078656e+18,1.553281737401637888e+18,1.218265203035449600e+18,9.956995493458088960e+17,8.396178774417966080e+17,7.248706102779105280e+17,6.372491823025295360e+17,5.682787965884956800e+17,5.126388560181216640e+17,4.668375951775458560e+17,4.284955035847655040e+17,3.959382873514686720e+17,3.679551737194979200e+17,3.436496868518775680e+17,3.223443149222248960e+17,3.035177530844123520e+17,2.867624850703959040e+17,2.717554329494537280e+17,2.582372210975807680e+17,2.459972499241274560e+17,2.348627694108279360e+17,2.246907580530413120e+17,2.153618029294629120e+17,2.067754292991105280e+17,1.988464950218954880e+17,1.915023773476212160e+17,1.846807563690744640e+17,1.783278527239765120e+17,1.723970146510128000e+17,1.668475762736552320e+17,1.616439283140087680e+17,1.567547565542626880e+17,1.521524137818211200e+17,1.478123987188464320e+17,1.437129212785835520e+17,1.398345379236316000e+17,1.361598442927936640e+17,1.326732148777411040e+17,1.293605815616948000e+17,1.262092444199845760e+17,1.232077094326242240e+17,1.203455487485985600e+17,1.176132799305852000e+17,1.150022612401803200e+17,1.125046005329009600e+17,1.101130757439960640e+17,1.078210652811204960e+17,1.056224869135840640e+17,1.035117439730826080e+17,1.014836778654368960e+17,9.953352604661651200e+16,9.765688474362073600e+16,9.584967580682752000e+16,9.410811716956585600e+16,9.242869646531396800e+16,9.080814741556310400e+16,8.924342865502860800e+16,8.773170470560273600e+16,8.627032884900568000e+16,8.485682768077132800e+16,8.348888715609737600e+16,8.216433996223307200e+16,8.088115407253299200e+16,7.963742235526640000e+16,7.843135312543294400e+16,7.726126154133424000e+16,7.612556175905777600e+16,7.502275976812014400e+16,7.395144684028953600e+16,7.291029353119352000e+16,7.189804418114880000e+16,7.091351186728857600e+16,6.995557376446835200e+16,6.902316687680212000e+16,6.811528410577672000e+16,6.723097062434907200e+16,6.636932052962507200e+16,6.552947374945842400e+16,6.471061318084551200e+16,6.391196203998803200e+16,6.313278140607228000e+16,6.237236794242732800e+16,6.163005178026444000e+16,6.090519455168743200e+16,6.019718755975896800e+16,5.950545007467020000e+16,5.882942774597976000e+16,5.806932204541408000e+16,5.742426790535344000e+16,5.669630489449538400e+16,5.598416885165039200e+16,5.538232886618227200e+16,5.469932038720884000e+16,5.412366672542803200e+16,5.346799675461308800e+16,5.282584833757348800e+16,5.228692230696560000e+16,5.166967578815365600e+16
5.864534773169553617e-08,3.926623016936714240e+18,3.141392660044269568e+18,2.356068057598782464e+18,1.847904125465239552e+18,1.510309331970458624e+18,1.273559595787331072e+18,1.099507223734359424e+18,9.666002032991365120e+17,8.619836879638376960e+17,7.775872236597025280e+17,7.081143874929415680e+17,6.499558608796307200e+17,6.005720206109054720e+17,5.581263273463655680e+17,5.212589774930211840e+17,4.889422991667887360e+17,4.603855602877303040e+17,4.349706269806469120e+17,4.122074441727045120e+17,3.917025825161621760e+17,3.731365977290146560e+17,3.562474569871106560e+17,3.408182206398296320e+17,3.266677592988759680e+17,3.136436696230909440e+17,3.016168052552209280e+17,2.904770096565267200e+17,2.801297539717515520e+17,2.704934639224870400e+17,2.614973766061400960e+17,2.530798087031241920e+17,2.451867469077582080e+17,2.377706927999431680e+17,2.307897101918562240e+17,2.242066347516086400e+17,2.179884145698203200e+17,2.121055570588959360e+17,2.065316627202231360e+17,2.012430302763039360e+17,1.962183207521891840e+17,1.914382704904763200e+17,1.868854449895746880e+17,1.825440269467498880e+17,1.783996330942680000e+17,1.744391553635646400e+17,1.706506226939265920e+17,1.670230804233265600e+17,1.635464847067319040e+17,1.602116098189554880e+17,1.570099665523916160e+17,1.539337301844520320e+17,1.509756767337530240e+17,1.481291264150476800e+17,1.453878933589821760e+17,1.427462408037785280e+17,1.401988410785921760e+17,1.377407397861780000e+17,1.353673236852143360e+17,1.330742918306836960e+17,1.308576295944163360e+17,1.287135852365403520e+17,1.266386487388165120e+17,1.246295326511969120e+17,1.226831547296651040e+17,1.207966221752388960e+17,1.189672173019945760e+17,1.171923844874036480e+17,1.154697182720766720e+17,1.137969524925200480e+17,1.121719503442645440e+17,1.105926952827067680e+17,1.090572826827915520e+17,1.075639121814567040e+17,1.061108806411470720e+17,1.046965756751162560e+17,1.033194696837944960e+17,1.019781143547337280e+17,1.006711355851459200e+17,9.939722878935651200e+16,9.815515455926278400e+16,9.694373464409424000e+16,9.576184822477432000e+16,9.460842845755011200e+16,9.348245926357260800e+16,9.238297234588227200e+16,9.130904441321785600e+16,9.025979459569187200e+16,8.923438203671617600e+16,8.807977302245334400e+16,8.710135241185937600e+16,8.599555846429251200e+16,8.491381161501102400e+16,8.400097272730422400e+16,8.296346203836953600e+16,8.209035758952876800e+16,8.109436637563198400e+16,8.011892024082273600e+16,7.930155199641084800e+16,7.836392495050136000e+16
5.995656792772698664e-08,5.294462679031666688e+18,4.235697220503117824e+18,3.176804685965341696e+18,2.491621778944731136e+18,2.036425793211626752e+18,1.717204254225044992e+18,1.482520714690874368e+18,1.303315515606881792e+18,1.162255822923444224e+18,1.048459838797986048e+18,9.547861307027962880e+17,8.763680734328640000e+17,8.097813656881891840e+17,7.525497094021268480e+17,7.028396132118206720e+17,6.592654155955269120e+17,6.207609328431874560e+17,5.864927040623792640e+17,5.557999634268884480e+17,5.281522304238653440e+17,5.031187823113963520e+17,4.803463070950513920e+17,4.595422941685216000e+17,4.404625176951682560e+17,4.229014846103943680e+17,4.066850604043902720e+17,3.916647154951170560e+17,3.777129918860750080e+17,3.647198988885496320e+17,3.525900233335552000e+17,3.412401945077248640e+17,3.305975835638386560e+17,3.205981460005440000e+17,3.111853371530981120e+17,3.023090464896151680e+17,2.939247084637247360e+17,2.859925567406499200e+17,2.784769955532222080e+17,2.713460672803022720e+17,2.645709995125678720e+17,2.581258180945791680e+17,2.519870152141346240e+17,2.461332636082136320e+17,2.405451695963544960e+17,2.352050589128040320e+17,2.300967903757949120e+17,2.252055932649256960e+17,2.205179249614456960e+17,2.160213459566198400e+17,2.117044098264781760e+17,2.075565661055053120e+17,2.035680743369648000e+17,1.997299278319414720e+17,1.960337858727997440e+17,1.924719132952515840e+17,1.890371265342758720e+17,1.857227453273965440e+17,1.825225494101457280e+17,1.794307396027685760e+17,1.764419027806210560e+17,1.735509802849487360e+17,1.707532393820087040e+17,1.680442474382859520e+17,1.654198485093922560e+17,1.628761420897255040e+17,1.604094637869944960e+17,1.580163677271288320e+17,1.556936105086767360e+17,1.534381365497917440e+17,1.512470646900900480e+17,1.491176759209328320e+17,1.470474021411971200e+17,1.450338158310921280e+17,1.430746205648604160e+17,1.411676422803961440e+17,1.393108212387262400e+17,1.375022046077685440e+17,1.357399396159402080e+17,1.340222672244216320e+17,1.323475162774206720e+17,1.307140980804346240e+17,1.291205013768385920e+17,1.275652876878479840e+17,1.260470869831645440e+17,1.245645936596594560e+17,1.231165627973948000e+17,1.217018066751929600e+17,1.203191915241304640e+17,1.187601260378248640e+17,1.174408974619945280e+17,1.159477333350795200e+17,1.144870478529381120e+17,1.132562913258792000e+17,1.118553258022531680e+17,1.106781644516901120e+17,1.093332517818929280e+17,1.080160888824181120e+17,1.069141154772522400e+17,1.056480099548675200e+17
6.129710218201501466e-08,6.692882879092311040e+18,5.354466945326433280e+18,4.015890371110468096e+18,3.149730908769705984e+18,2.574304542726205440e+18,2.170767394116927488e+18,1.874097167320700672e+18,1.647558709783540224e+18,1.469241086386286080e+18,1.325388302820475136e+18,1.206972668385916416e+18,1.107842141885201664e+18,1.023667965342937344e+18,9.513197789990328320e+17,8.884798135708715520e+17,8.333964143911790080e+17,7.847217878985792000e+17,7.414023321573016320e+17,7.026027540389559040e+17,6.676524578381566720e+17,6.360069545211271680e+17,6.072196122116400640e+17,5.809206598218969600e+17,5.568013644312444160e+17,5.346019563345950720e+17,5.141023070777192960e+17,4.951146561363560320e+17,4.774778801819702400e+17,4.610529368151550720e+17,4.457192114991110400e+17,4.313715657369598720e+17,4.179179344844089600e+17,4.052773572411728640e+17,3.933783542665679360e+17,3.821575793929216000e+17,3.715586960286316800e+17,3.615314344034646400e+17,3.520307968824438400e+17,3.430163849152240640e+17,3.344518264702193920e+17,3.263042868685744640e+17,3.185440492076172800e+17,3.111441530788452480e+17,3.040800823722280320e+17,2.973294945392145920e+17,2.908719850463398400e+17,2.846888817999011200e+17,2.787630651860488320e+17,2.730788100624914560e+17,2.676216466749712640e+17,2.623782378761300480e+17,2.573362704734841600e+17,2.524843588523189440e+17,2.478119592711822400e+17,2.433092934853247360e+17,2.389672805437022720e+17,2.347774757337463040e+17,2.307320158399303040e+17,2.268235699520096320e+17,2.230452951829302720e+17,2.193907967365244800e+17,2.158540918275143680e+17,2.124295770362751360e+17,2.091119987135156480e+17,2.058964261179200000e+17,2.027782269854869760e+17,1.997530452874127680e+17,1.968167809464715520e+17,1.939655713135861120e+17,1.911957742310431360e+17,1.885039525212889280e+17,1.858868597739396160e+17,1.833414272912498560e+17,1.808647520952269440e+17,1.784540858911244160e+17,1.761068249036311680e+17,1.738205005015906880e+17,1.715927705431222720e+17,1.694214113761108800e+17,1.673043104445879040e+17,1.652394594341096320e+17,1.632249479215610880e+17,1.612589574845588480e+17,1.593397562281176000e+17,1.574656937018600320e+17,1.556351961665781120e+17,1.538467621895813120e+17,1.520989585410339200e+17,1.501252369135721600e+17,1.484575938549103360e+17,1.465672839975232000e+17,1.447181011450804800e+17,1.431623553362882880e+17,1.413887606915250560e+17,1.399007905788822400e+17,1.381981432714087360e+17,1.365306362282788480e+17,1.351377592145527200e+17,1.335348768554109920e+17
6.266760661258671047e-08,8.122565028943457280e+18,6.498246980327966720e+18,4.873733976483624960e+18,3.822552193476540416e+18,3.124207674082762752e+18,2.634470024346062848e+18,2.274427386093626624e+18,1.999497526099984896e+18,1.783089063855073280e+18,1.608507555375740928e+18,1.464796884128280576e+18,1.344490857204110592e+18,1.242336040651555840e+18,1.154533391342530816e+18,1.078270035950598400e+18,1.011420144815587840e+18,9.523480190837566720e+17,8.997749944803417600e+17,8.526873489843695360e+17,8.102712393955895040e+17,7.718658671215065600e+17,7.369291942204830720e+17,7.050124619501130240e+17,6.757409882379921920e+17,6.487995133735431680e+17,6.239208867551865600e+17,6.008772399006480640e+17,5.794730315549724160e+17,5.595395181513282560e+17,5.409303204036206080e+17,5.235178409377969280e+17,5.071903484833833600e+17,4.918495883808353280e+17,4.774088119371239680e+17,4.637911414636125440e+17,4.509282061794700800e+17,4.387589980727976960e+17,4.272289074601507200e+17,4.162889061635276800e+17,4.058948526379370240e+17,3.960068983129169280e+17,3.865889783898063360e+17,3.776083733848115200e+17,3.690353302452780800e+17,3.608427337794215680e+17,3.530058207941771520e+17,3.455019306067157760e+17,3.383102866433515520e+17,3.314118046775655680e+17,3.247889240376094720e+17,3.184254585974033920e+17,3.123064649148644480e+17,3.064181252680072960e+17,3.007476436425027840e+17,2.952831530399297920e+17,2.900136327065827840e+17,2.849288340352732800e+17,2.800192141309047360e+17,2.752758761106052160e+17,2.706905153623670720e+17,2.662553710829394560e+17,2.619631824904263040e+17,2.578071492058854720e+17,2.537808953358021120e+17,2.498784368719401280e+17,2.460941520416681280e+17,2.424227543147965760e+17,2.388592677871649600e+17,2.353990047003239680e+17,2.320375448869267520e+17,2.287707169458456320e+17,2.255945809936024320e+17,2.225054128208487680e+17,2.194996893377697280e+17,2.165740751799690880e+17,2.137254103737289600e+17,2.109506989579708160e+17,2.082470984805220160e+17,2.056119102896278400e+17,2.030425705614697920e+17,2.005366419809562240e+17,1.980918060350641280e+17,1.957058558640603520e+17,1.933766896187981440e+17,1.911023042924631680e+17,1.888807899757754560e+17,1.867103245114993920e+17,1.845891685143304640e+17,1.821903377394380800e+17,1.801665044778362560e+17,1.778690304872102400e+17,1.756215542271843200e+17,1.737335907281049280e+17,1.715779648820358400e+17,1.697722847267750720e+17,1.677028707402804480e+17,1.656761780846702720e+17,1.639859601079842560e+17,1.620377966031737920e+17
6.406875247364399250e-08,9.584207397804158976e+18,7.667595957641860096e+18,5.750754480375667712e+18,4.510414244843051520e+18,3.686403764762232320e+18,3.108538621317216256e+18,2.683706895776486912e+18,2.359303854540625920e+18,2.103953041416649472e+18,1.897955874373777920e+18,1.728384701523362816e+18,1.586429800684085248e+18,1.465892391007512832e+18,1.362289797731521280e+18,1.272302975549494272e+18,1.193423555209923328e+18,1.123721496510837376e+18,1.061688041619846144e+18,1.006127050887295104e+18,9.560782313519822080e+17,9.107618747894479360e+17,8.695384044119660800e+17,8.318783080708610560e+17,7.973394802644316160e+17,7.655499308095083520e+17,7.361944357885719040e+17,7.090041221559719680e+17,6.837482613263539200e+17,6.602277446022522880e+17,6.382698519829765120e+17,6.177240251547848960e+17,5.984584269865434880e+17,5.803571220525441280e+17,5.633177513735673600e+17,5.472496032459050240e+17,5.320720036778627200e+17,5.177129663650894720e+17,5.041080547003102080e+17,4.911994179647334400e+17,4.789349714140087040e+17,4.672676957923229440e+17,4.561550364990417280e+17,4.455583862326744320e+17,4.354426379269810560e+17,4.257757970554391040e+17,4.165286443287825280e+17,4.076744413112637440e+17,3.991886727182630400e+17,3.910488201479916800e+17,3.832341629143127680e+17,3.757256022240165120e+17,3.685055055870490880e+17,3.615575688047121920e+17,3.548666932406721280e+17,3.484188764496553600e+17,3.422011145110677760e+17,3.362013145976048000e+17,3.304082165856967680e+17,3.248113226128611840e+17,3.194008336657272320e+17,3.141675923970682240e+17,3.091030314591471360e+17,3.041991267558410240e+17,2.994483550620402560e+17,2.948436555568827520e+17,2.903783948389303040e+17,2.860463350755131520e+17,2.818416049566038400e+17,2.777586731692480320e+17,2.737923241441215680e+17,2.699376358433770880e+17,2.661899594078281920e+17,2.625449004627209600e+17,2.589983019439651840e+17,2.555462282938318080e+17,2.521849509064471360e+17,2.489109347023596160e+17,2.457208257347307200e+17,2.426114397339680320e+17,2.395797515202536320e+17,2.366228851875924800e+17,2.337381050103402560e+17,2.309228070079137920e+17,2.281745111069041600e+17,2.254908538626284480e+17,2.228695816807556800e+17,2.203085445098659840e+17,2.178056899650577600e+17,2.149710368728744640e+17,2.125830643060895360e+17,2.098681583846174080e+17,2.072123489911324480e+17,2.049847787661335360e+17,2.024374857128260480e+17,2.003070411397429120e+17,1.978616036827155200e+17,1.954666640982410880e+17,1.934725254918642560e+17,1.911703650460855360e+17
6.550122615556204564e-08,1.107852511228610560e+19,8.863085995721361408e+18,6.647380975917879296e+18,5.213653607887738880e+18,4.261167876157302784e+18,3.593205128956313088e+18,3.102135941432711680e+18,2.727153734803020800e+18,2.431990005741642752e+18,2.193874875985688576e+18,1.997865084171847936e+18,1.833777343946382848e+18,1.694446394121094912e+18,1.574690645558128640e+18,1.470673565383908608e+18,1.379495692994485248e+18,1.298926066774017536e+18,1.227220691537402880e+18,1.162996932020431360e+18,1.105144771582260352e+18,1.052762934115329536e+18,1.005112123483108736e+18,9.615802688692276480e+17,9.216563340775823360e+17,8.849103302290519040e+17,8.509778854013331200e+17,8.195482053177621760e+17,7.903545874430124800e+17,7.631668791291581440e+17,7.377854308080451840e+17,7.140362099299507200e+17,6.917668240314389760e+17,6.708432616632225280e+17,6.511472045885480960e+17,6.325737978260564480e+17,6.150297891320375040e+17,5.984319684876778240e+17,5.827058526785103360e+17,5.677845712153425920e+17,5.536079185821372160e+17,5.401215445356922880e+17,5.272762595921434240e+17,5.150274370093167360e+17,5.033344960168289920e+17,4.921604536745988480e+17,4.814715349804222720e+17,4.712368325868029440e+17,4.614280089177241600e+17,4.520190346250085120e+17,4.429859583651184640e+17,4.343067035642124800e+17,4.259608885703102720e+17,4.179296671219569920e+17,4.101955864850794880e+17,4.027424610296899840e+17,3.955552593336885120e+17,3.886200031218938880e+17,3.819236766531700480e+17,3.754541452951366400e+17,3.692000822255257600e+17,3.631509023329360000e+17,3.572967024953387520e+17,3.516282075428180480e+17,3.461367212699905920e+17,3.408140819707751680e+17,3.356526219998140800e+17,3.306451309554394880e+17,3.257848221047312640e+17,3.210653017223768320e+17,3.164805410555402240e+17,3.120248506493166080e+17,3.076928568192746880e+17,3.034794800435680640e+17,2.993799151111996160e+17,2.953896128538049920e+17,2.915042633213791360e+17,2.877197802638465280e+17,2.840322868050604480e+17,2.804381022018787200e+17,2.769337296045683200e+17,2.735158447113781760e+17,2.701812852572133440e+17,2.669270412628251520e+17,2.637502459754275840e+17,2.606481674546584640e+17,2.576182007380115520e+17,2.546578605498388480e+17,2.517647745083506560e+17,2.484833189390215360e+17,2.457230804030547200e+17,2.425802188151313920e+17,2.395057864849041920e+17,2.369310560103700480e+17,2.339822196861313920e+17,2.315197995508695360e+17,2.286888511910232960e+17,2.259163777559852160e+17,2.236115931351184000e+17,2.209465029289633920e+17
6.696572918488995654e-08,1.260625015639430349e+19,1.008530269933935411e+19,7.564052671082379264e+18,5.932614760870108160e+18,4.848781553572670464e+18,4.088706958710656000e+18,3.529919488422520832e+18,3.103227356298037248e+18,2.767360644084609536e+18,2.496409514643814400e+18,2.273370035681746944e+18,2.086654648939136256e+18,1.928110006019508992e+18,1.791839978307799296e+18,1.673478976288134656e+18,1.569727704668783872e+18,1.478047552949651456e+18,1.396454029567916032e+18,1.323373834305082368e+18,1.257543879580521216e+18,1.197938603603055616e+18,1.143716761537625856e+18,1.094181878197752192e+18,1.048752445662519296e+18,1.006939179723080960e+18,9.683274616886586880e+17,9.325636388489589760e+17,8.993442304775155200e+17,8.684073459493715200e+17,8.395258040847107840e+17,8.125015733028421120e+17,7.871612462674286080e+17,7.633523313937438720e+17,7.409401943986042880e+17,7.198055208324034560e+17,6.998421989968648960e+17,6.809555442388335360e+17,6.630608021319948800e+17,6.460818807688707840e+17,6.299502723114731520e+17,6.146041316361406720e+17,5.999874860444433920e+17,5.860495547819728640e+17,5.727441610023587200e+17,5.600292218295808640e+17,5.478663047001822080e+17,5.362202401539832320e+17,5.250587828707356160e+17,5.143523140649710080e+17,5.040735795102083200e+17,4.941974582798119680e+17,4.847007580992748800e+17,4.755620338131084160e+17,4.667614259606175360e+17,4.582805169198453120e+17,4.501022024393821440e+17,4.422105766448426240e+17,4.345908289284474880e+17,4.272291512958662400e+17,4.201126549600194560e+17,4.132292951257402880e+17,4.065678030339425920e+17,4.001176244714666880e+17,3.938688640294066560e+17,3.878122345045950720e+17,3.819390108860276480e+17,3.762409884601166720e+17,3.707104446056062720e+17,3.653401039045240320e+17,3.601231062406462720e+17,3.550529775857748480e+17,3.501236032256329600e+17,3.453292031739793920e+17,3.406643095827876480e+17,3.361237459551898880e+17,3.317026080003015040e+17,3.273962459751770240e+17,3.232002483835607680e+17,3.191104269098757120e+17,3.151228024895013760e+17,3.112335924004309760e+17,3.074391983023547520e+17,3.037361951406615040e+17,3.001213208386696960e+17,2.965914667220145920e+17,2.931436686047754240e+17,2.897750984928310400e+17,2.864830568534564480e+17,2.827435448307387840e+17,2.796027319202142720e+17,2.760211284490437760e+17,2.725175269126163520e+17,2.695879143160423360e+17,2.662274124673618560e+17,2.634256451819277760e+17,2.601994619556151040e+17,2.570399363852806400e+17,2.544176312413185920e+17,2.513804558935169920e+17
